query,label,paraphrase
تو کتابخونه میشه با لپ تاپ کار کرد؟,3,
برای رشته ی هوش مصنوعی کتاب دارین؟,3,
میشه تو اسم کتاب ها سرچ کرد؟,3,
مدت زمانی که کتاب دستم میمونه چقدره ؟,3,
میشه مدت زمان قرض یه کتاب رو تمدید کرد؟,3,
میشه به کتابخانه کتاب اهدا کرد؟,3,
عضویت در کتابخانه رایگان است؟,3,
اگه کتاب رو گم کنم چیکار باید بکنم؟,3,
آیا میشه کتاب سفارش داد که برامون بیارین؟,3,
چنتا کتاب راجب فناوری اطلاعات دارین؟,3,
کتاب های دست نویس هم دارین تو قفسه ها؟,3,
اگر عضو نباشیم نمیتونیم کتاب بگیریم؟,3,
مدت زمان قرض دادن یه کتاب چقدره؟,3,
از دکتر حسابی کتاب دارین؟,3,
"چند نسخه از کتاب ""فیزیک 2 هالیدی"" دارین؟",3,
آسانسور خراب شده است.,4,
چرا بخاری ها کار نمیکنه؟,4,
کلاس ها خیلی هوای سردی دارن.,4,
لطفا کلاس ها را حضوری کنید.,4,
لطفا تعداد آبخوری ها را افزایش دهید.,4,
کولر اتاق 004 کار نمیکنه.,4,
تعداد استاد هایی که درس ساختمان داده را ارایه میکنند کم است؟,4,
چرا بعضی درس ها را فقط یک استاد تدریس میکند؟,4,
ظرفیت درس های این ترم کم است.,4,
کیفیت غذا های بوفه کم است.,4,
چرا بوفه ی کامپیوتر باز نمیشه؟,4,
لطفا تایم فرجه را زیاد کنید.,4,
امتحان های در یک روز را لطفا جا به جا کنید.,4,
تعداد سرویس های بهداشتی را افزایش دهید.,4,
لطفا مسابقات برنامه نویسی برگزار کنید.,4,
چرا پله های دانشکده کثیف است؟,4,
تایم استراحت بین دو ترم خیلی کم است.,4,
بازه ی امتحان ها یکم طولانی نیست؟,4,
تعداد کلاس ها کم است. لطفا کلاس اضافه کنید.,4,
چرا هزینه ی ترم های تابستونی اینقدر زیاد است؟,4,
چرا هوا سرد است؟,5,
بازی دیروز پرسپولیس چند چند شد؟,5,
هوا گرم است.,5,
چرا قیمت ماشین در حال افزایش است؟,5,
بهترین راه جلوگیری از بیماری های قلبی چیست؟,5,
نحوه ی پخت قرمه سبزی را توضیح بده.,5,
حالت چطوره؟,5,
قیمت مسکن در تهران؟,5,
چرا باید در دانشگاه تحصیل کنیم؟,5,
علایم کرونا چیست؟,5,
کدام واکسن کرونا بهتر است؟,5,
از برجام چه خبر؟,5,
از ولنجک چطوری برم پاسداران؟,5,
هوا فردا چطوریه؟,5,
از قیمت ماشین چه خبر؟,5,
بلیط هواپیما تهران به مشهد گران شده است.,5,
چند روز از سال 1400 باقی مانده است؟,5,
گوشی ساموسنگ بگیریم یا اپل؟,5,
اگه کرونا گرفتیم چی کار کنیم؟,5,
امروز ترافیک سنگینی در اتوبان صدر بود.,5,
پیش نیاز های درس هوش مصنوعی چیه؟,1,
کجا پیش نیاز های دروس رو ببینم؟,1,
کدوم استاد این ترم ریاضی 2 ارایه میده؟,1,
چارت آموزشی داریم آیا ؟,1,
کجا میتونم چارت رو ببینم؟,1,
برای انتخاب واحد کجا برم؟,1,
بهم واحد کم رسیده ، حالا چیکار کنم؟,1,
چطوری انصراف از تحصیل بدم؟,1,
ایمیل اساتید رو کجا میشه پیدا کرد؟,1,
حداقل تعداد واحد ها در یک ترم ؟,1,
معدل الف یعنی چی؟,1,
استعداد درخشان آیا تسهیلاتی داره؟,1,
سنوات تحصیلی یعنی چی؟,1,
برای استفاده از سایت باید کارت دانشجویی بیاریم؟,3,
چنتا کامپیوتر دارین؟,3,
سیستم عامل کامپیوتر هاتون چیه؟,3,
رو سیستم ها لینوکس نصبه ؟,3,
آیا سیستم ها سی دی میخورن؟,3,
روی کامپیوتر ها آفیس نصب شده است؟,3,
آیا میتوانم خودم نرم افزاری روی سیستم نصب کنم؟,3,
آیا میتونم نرم افزاری از روی سیتم پاک کنم؟,3,
سیستم ها به اینترنت وصل هستند؟,3,
آیا کامپیوتر ها وبکم هم دارند؟,3,
رمز کامپیوتر ها چیه؟,3,
آیا میشه رو کامپیوتر ها بازی نصب کنم؟,3,
آیا میشه تو سایت بازی هم کرد؟,3,
صندلی های اتاق 005 شکسته است.,4,
چرا اینقدر سرعت اینترنت دانشکده پایین است؟,4,
برای ثبت نام باید کجا برم؟,1,
میشه دو ترم پشت هم حذف کرد؟,1,
مهلت خذف و اضافه تا کیه ؟,1,
انتخاب واخد کیه ؟,1,
باید نظرسنجی اساتید رو پر کنیم ؟,1,
اگه نظر سنجی اساتید رو پر نکنیم چی میشه ؟,1,
صابقه داشته که نظر سنجی اساتید تمدید بشه ؟,1,
تا حالا مهلت حذف تک درس تمدید شده ؟,1,
مهلت حذف ترم تا کیه ؟,1,
مهلت حذف تک درس تا کیه ؟,1,
مهلت حذف تک درس و حذف ترم یکیه ؟,1,
شرایط حذف پزشکی چیاس ؟,1,
حداقل واحد هر ترم چنده ؟,1,
مدرسه تکمیلی چند واحد داره ؟,1,
این ترم تابستون درس تخصصی ارائه میشه ؟,1,
تا حالا تابستون درس تخصصی ارائه شده ؟,1,
صابقه داشته که مهلت حذف ترم تمدید بشه ؟,1,
حذف و اضافه کی شروع میشه ؟,1,
حذف و اضافه همه ورودی ها با همن ؟,1,
انتخاب واحد به ازای هر ورودی کیه ؟,1,
حذف تک درس تاریخ شروع داره ؟,1,
شروع حذف تک درس کیه ؟,1,
شروع مهلت حذف ترم کیه ؟,1,
راهی هست که قبل شروع مهلت حذف تک درس بشه درسی رو حذف کرد ؟,1,
راهی هست که قبل شروع مهلت حذف ترم بشه ترم رو حذف کرد ؟,1,
چجوری میشه بدون سنوات ترمی رو حذف کرد ؟,1,
سنوات تحصیلی چند نیم ترمه ؟,1,
شرایط مشروطی چیاس ؟,1,
سنوات تحصیلی چی هست ؟,1,
مهلت افزایش صنوات چی هست ؟,1,
مهلت افزایش صنوات کیه ؟,1,
اگه نتونم هشت ترمه تموم کنم چی میشه ؟,1,
چجوری باید درخواست افزایش صنوات بدم ؟,1,
سامانه گلستان لینکش چیه ؟,1,
کجای باید برم برای ثبت نام ؟,1,
فرایند ثبت نام حضوریه یا آنلاین ؟,1,
فرم هایی که لازم دارم پر کنم برای ثبت نام چیاس ؟,1,
چه مدارکی لازمه برای ثبت نام ؟,1,
ترم تابستون هزینه داره ؟,1,
هر واحد ترم تابستون چند تومنه ؟,1,
واحد عمومی و تخصصی تو ترم تابستون هزینه ش یکیه ؟,1,
چند نوع درس داریم ؟,1,
دروس عملی رو میشه حذف کرد ؟,1,
چطوری میشه اینجا مهمان شد ؟,1,
چطوری میشه جای دیگه مهمان شد ؟,1,
انتقال بین دو ترم چه شکلیه ؟,1,
میشه هم زمان دو رشته با هم خوند ؟,1,
نمره لازم برای پاس شدن چنده ؟,1,
میشه با حذف تک درس تعداد واحد برسه به زیر ۱۲ ؟,1,
برای حذف ترم کیا باید تایید کنن ؟,1,
برای حذف تک درس کیا باید تایید کنن ؟,1,
چطوری باید مدرکمو آزاد کنم ؟,1,
هزینه آزاد سازی مدرک چند تومنه ؟,1,
اگه نخوام پول بدم برای آزاد سازی مدرک باید چه کنم ؟,1,
الان پروژه,1,
کی کلاسا رو میچینه ؟,1,
کی افزایش ظرفیت میزنه به کلاسا ؟,1,
چند ترم میشه مشروط شد ؟,1,
اگه بیش از چند ترم مشروط بشیم چی میشه ؟,1,
اگه مشروط بشیم چی میشه ؟,1,
آموزش دانشکده کجاس ؟,2,
خانم زندی کجاس ؟,2,
لابی کجاس ؟,2,
آزمایشگاه شبکه کجاس ؟,2,
سایت کجاس ؟,2,
اتاق بازی کجاس ؟,2,
اتاق بازی داریم ؟,2,
اتاق بازی چه بازی هایی داره ؟,2,
از کجا باید راکت پینگ پونگ بگیرم ؟,2,
از کجا باید توپ پینگ پنگ بگیرم ؟,2,
از کجا باید توپ فوتبال دستی بگیرم ؟,2,
از کجا باید کابل hdmi بگیرم ؟,2,
لپتاپم vga میخوره چه کنم ؟,2,
تبدیل vga به hdmi تو دانشکده هست ؟,2,
پروژکتورا vga میخورن ؟,2,
اتاق رییس دانشکده کجاس ؟,2,
اتاق فلان استاد کجاس ؟,2,
کلاس شماره فلان کجاس ؟,2,
کجا میشه نشست ؟,2,
سالن آمفی تئاتر کجاس ؟,2,
بوفه داریم ؟,2,
بوفه دانشکده کجاس ؟,2,
کجا میتونم کاغذامو پرینت بگیرم ؟,2,
میشه تو حیاط خلوت دانشکده سیگار کشید ؟,2,
حیات خلوت دانشکده کجاس ؟,2,
اتاق برای سیگار کشیدن داریم ؟,2,
انجمن علمی کجاس ؟,2,
بسیج کجاس ؟,2,
گروه های علمی کجان ؟,2,
کتاب خونه کجاس ؟,2,
شرکت نوآوری که میگن اومده کجاس ؟,2,
دستشویی کجاس ؟,2,
نماز خونه کجاس ؟,2,
اتاق خواب داریم ؟,2,
رو کامپیوترا چی نصبه ؟,3,
رو کدوم کامپیوتر یه توزیع debian base نصبه ؟,3,
رو کدوم کامپیوتر یه توزیع arch base نصبه ؟,3,
رو سرور دانشکده اکانت می,3,
بخوام متلب دانلود کنم ftp سرور داریم یا باید از نت دانلود کنم ؟,3,
توزیع های لینوکسی رو باید از نت بگیرم یا یه سروری تو دانشکده راتش ؟,3,
توزیع های bsd رو باید از نت بگیرم یا یه سروری تو دانشکده راتش ؟,3,
کتاب هوش کجاس ؟,3,
ip static ست کنم چی میشه ؟,3,
شبکه محلی چه subnet mask ای داره ؟,3,
بقیه میتونن به من ping بدن تو شبکه دانشگاه ؟,3,
