id,query,label
509,پارکینگ دانشگاه کجا قرار دارد؟,2
510,رمز شناسه بهشتی را فراموش کردم، کجا رمز رو عوض کنم؟,2
511,دانشکده پنجشنبه ها بازه؟,2
512,چجوری میتونم مرخصی بگیرم؟,1
513,نحوه اعتراض به نمرات,1
514,اتاق های خوابگاه چند نفره هستند؟,5
515,آیا این الگوریتم برای حل این سوال خوب است؟,5
516,نظریه,5
517,لطفا دوباره بوفه دانشکده را راه اندازی کنید.,4
518,هوا فردا چطوریه؟,5
519,پسورد سیستم چیست؟,3
520,تقویم تحصیلی این ترم کجاست؟,1
521,آخرین مهلت حذف اصطراری کی هست,1
522,لطفا مهلت فرجه رو بیشتر کنید.,4
523,خانم زندی کجاس ؟,2
524,قوانین سالن مطالعه چیست؟,3
525,با چه نمره ای در ترم مشروط میشویم؟,1
526,اگر حذف ترم کنم در سنواتم حساب می,1
527,درس معادلات دیفرانسیل تو ترم تابستون ارائه میشه؟,1
528,اگه نظر سنجی اساتید رو پر نکنیم چی میشه ؟,1
529,ترم تابستان چه درس هایی ارائه می شود؟,1
530,برای دانشکده کامپیوتر بوفه احداث کنید,4
531,قدبلندترین فرد دانشکده کیست؟,5
532,آیا درست است در زمان امتحانات تکلیف بدهیم؟,1
533,لطفا کامپیوتر های سایت را ارتقا دهید.,4
534,فضای نمازخونه دانشکده بوی بدی می دهد.,4
535,مسئول کتابخانه کیست؟,3
536,کلاس آزمایشگاه فیزیک در دانشکده خودمان است یا دانشکده فیزیک؟,2
537,امتحانات نیم سال دوم کی شروع می شود؟,1
538,چند کتاب مربوط به هوش مصنوعی در کتابخانه وجود دارد؟,3
539,تایید انتخاب واحد تا کی زمان دارد؟,1
540,بوفه ها مواد غذایشان را از کجا تعمین می کنند؟,5
541,تا ساعت چند هستین,3
542,آقا لابیمونو چیکار کردید؟,4
543,کامپیوتر های سایت به اینترنت وصل میشن؟,3
544,از کجا می تونم کتاب های درسی رو تهیه کنم؟,2
545,به طور متوسط هر ترم چند واحد باید برداشته شود تا کارشناسی را در 8 ترم بتوان تمام کرد ؟,1
546,چند سیستم فعال در سایت موجوده؟,3
547,سایت دانشکده کجا می باشد؟,2
548,املت های بوفه حقوق چقدر خوشمزه بود.,5
549,استاد محمدی خوش اخلاقه,4
550,سر فصل های دروس را بروزرسانی کنید,4
551,این کتاب را چه کسی برده؟,3
552,چطور می توانم امریه بگیرم؟,1
553,چندتا کتاب میتونیم از کتابخونه بگیریم؟,3
554,لابی را تعمیر نمیکنید؟,4
555,سایت انتخاب واحد را بهتر کنید,4
556,شورای دانشجویی برای ارتباط با ریسس دانشکده تشکیل شود,4
557,کارت دانشجویی گم شود ، چه باید کرد؟,2
558,بقیه میتونن به من ping بدن تو شبکه دانشگاه ؟,3
559,مرکز بهداشت کجا است؟,2
560,تعیین نماینده دانشجویی به روش رای گیری در ابتدا انجام شود.,4
561,ایا میتوان با سرور دانشگاه ماین کرد؟,3
562,تابلوی کارگاه کامپیوتررا تعمیر کنید.,4
563,رمز وای فای دانشکده چیست؟,3
564,ایمیل اساتید رو کجا میشه پیدا کرد؟,1
565,چه زبانی در برنامه نویسی پیشرفته تدریس میشه؟,5
566,آخرین ویرایش کتاب هریس که دارید چیست؟,3
567,چه دوره های فرعی تو دانشکده برگزار میشه؟,2
568,برای استفاده از کتابخانه کارت دانشجویی لازم دارم؟,3
569,آموزش کل دانشکده کجا هست؟,2
570,لطفا تعداد سرویس های بهداشتی طبقات را بیشتر کنید.,4
571,هزینه ثبت نام ترم تابستون.,1
572,سیستم عامل کامپیوتر های دانشکده چیه؟,3
573,حداقل واحد هر ترم چنده ؟,1
574,تا کی برای حذف و اضافه وقت داریم؟,1
575,اسنپ میتونه بیاد تو دانشگاه؟,5
576,در سالن آمفی تئاتر رو باز کنید برامون.,2
577,هر واحد ترم تابستون چند تومنه ؟,1
578,میتونم سازم را به دانشگاه بیاورم؟,5
579,نام کاریری سایت دانشگاه من چیه؟,3
580,مجموع ساعات دوره کارآموزی در سیستم چگونه محاسبه می شود ؟,1
581,سلف از چه ساعتی تا چه ساعتی باز است؟,2
582,آیا همه کلاس ها دیتا شو دارد؟,2
583,برخی اساتید برای دانشجو احترامی قائل نیستند.,4
584,چگونه اشتغال به تحصیل بگیرم؟,1
585,میتونم دوتا کتاب با هم بردارم؟,3
586,نظرسنجی اساتید تا کیه؟,1
587,آیا دیسکهای فشرده در کتابخانه وجود دارد؟,3
588,مهلت افزایش صنوات کیه ؟,1
589,کتاب هوش مصنوعی در کدام قفسه است؟,3
590,از کجا می تونم به اتاق انجمن ACM دانشکده برسم؟,2
591,تعداد اساتید کل دانشگاه چقدر است؟,5
592,فوتبالدستی را برگردانید,4
593,دانشکده تا چه ساعتی باز است؟,2
594,آدرس سایت دانشگاه؟,2
595,شروع ترم جدید کی هست؟,1
596,چرا باید مسافرت کرد؟,5
597,به دلیل مجازی بودن دانشگاه کارگاه آموزشی جهت آشنایی با جنبه عملی دروس برگزار کنید.,4
598,کتابخانه کجاست؟,2
599,چرا امکان اعتراض بی پرده در دانشگاه وجود ندارد ؟,5
600,منطقی پشت نمرات استاد محمدی نیست.,4
601,کمیته انضباطی کجاست؟,2
602,یک کیف پول پیدا کردم.,5
603,دستگاه اسنک پولمو خورد.,4
604,کیا تو کمیته انظابطی دانشکدمون هستن؟,2
605,استاد علی اکبری امروز میان سر کلاس,1
606,برای درخواست خروج از کشور باید چگونه اقدام کنم؟,1
607,اگر پرسشنامه سلامت و روان رو پرنکنیم چی میشه؟,1
608,جلوی خصوصی سازی رو بگیرید.,4
609,ادرس بوفه های دانشگاه کجاست,2
610,میتوانم حذف ترم کنم؟,1
611,برای تحویل دیپلم چقدر وقت داریم؟,1
612,اتاق بازی کجاست؟,2
613,کتاب هوش کجاس ؟,3
614,کلاس 125 داریم ؟,2
615,حذف تک درس چیست؟,1
616,نزدیک ترین بوفه به دانشکده؟,2
617,تعداد اساتید کل دانشگاه چند نفر است؟,5
618,اتاق رییس دانشکده کجا است؟,2
619,آمفی تئاتر کجاست؟,2
620,آدرس آموزش دانشکده رو می خوام.,2
621,ایا امکان برداشتن دروس پیشنیاز و پسنیاز با هم امکان دارد؟,1
622,چرا انقدر کلاس های آنلاین بی نظم برگزار می شود؟,4
623,چه اساتیدی ریکامندیشن میدن؟,5
624,معروف ترین غذای ایتالیایی چیه؟,5
625,تایم استراحت بین دو ترم خیلی کم است.,4
626,امروز چندم ماه است؟,5
627,چگونه گیتار بزنیم؟,5
628,آخرین مهلت نظرسنجی اساتید کی است؟,1
629,چطوری وام دانشجویی بگیرم؟,5
630,بسیج کجاس ؟,2
631,مسئول تایید انتخاب واحد کیست؟,2
632,چرا نمی توانم انتخاب واحد بکنم؟,1
633,چرا امکان ملاقات رو در رو با بعضی اساتید ممکن نیست؟,5
634,چگونه می توانم یک ترم مرخصی بگیرم؟,1
635,دفتر معاون آموزشی کجا قرار دارد؟,2
636,کلاس ها تا کِی مجازی برگزار میشوند؟,4
637,آموزش چه ساعتی باز میشود؟,2
638,سرویس های رفت آمدی کجا هستند؟,2
639,شرایط گرفتن مجوز برای جلسه دفاع چیست؟,1
640,استاد علوی وقت دیگر درس هارا میگیرد.,4
641,چقدر هوا گرمه,5
642,امتحان های در یک روز را لطفا جا به جا کنید.,4
643,معماری کجا برگزار میشه؟,2
644,چند بار میتونم کتاب رو تمدید کنم؟,3
645,بخش کتاب های مرجع کتابخانه کجاست؟,3
646,آیا کلاس ها این ترم حضوری می شود؟,1
647,لطفا همایش های بیشتری در حوزه های مختلف برگزار کنید.,4
648,چه زبان های برنامه نویسی ای روی کامپیوترهای سایت نصبه؟,3
649,افزایش وام دانشجویی برای رفاه بیشتر دانشجویان,4
650,آیا کتابخانه کارت جدایی دارد؟,3
651,آموزش درست تر جواب دانشجو ها را بدند!,4
652,محل آبخوری کجاست؟,2
653,کیفیت غذا را بالا ببرید.,4
654,ما به خراب کردن لابی توسط دانشکده معترضیم.,4
655,کوچیکترین دانشکده کدومه؟,5
656,جمعه ها دانشگاه باز است؟,2
657,سنوات تحصیلی چی هست ؟,1
658,در چه بازه ای دانشجویان حق ورود به دانشکده را ندارند؟,2
659,چرا به لابی نمیرسید؟,4
660,جریمه تاخیر تحویل کتاب چیه؟,3
661,کتابخانه ی دانشکده کامپیوتر کجا وجود دارد؟,3
662,برای درخواست گواهی اشتغال به تحصیل باید پیش کی برم؟,2
663,کتاب هایی که از کتابخونه امانت گرفته می شوند تا کی باید برگردانده شوند؟,5
664,حراست کل کجاست ؟,2
665,ناهار در چه بازه زمانی میتوان دریافت کرد ؟,5
